"action","boro","inspection_date","cuisine_description","dba","score","street","violation_description","zipcode","grade","lon"
NA,"BRONX",2017-03-22,"Pizza/Italian","BROTHER'S PIZZERA",20,"E KINGSBRIDGE RD","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10468,NA,NA
NA,"QUEENS",2017-03-22,"Japanese","BENTON",30,"CRESCENT ST","Wiping cloths soiled or not stored in sanitizing solution.",11101,NA,NA
NA,"QUEENS",2017-03-22,"American","PANINI TOZT C.A.F.E",23,"QUEENS PLZ S","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",11101,NA,NA
NA,"QUEENS",2017-03-22,"Japanese","TAMASHII RAMEN",7,"VERNON BLVD","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11101,"A",NA
NA,"QUEENS",2017-03-22,"Chinese","T-SWIRL CREPE",7,"30 AVENUE","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11103,"A",NA
NA,"QUEENS",2017-03-22,"Egyptian","NEW MOMBAR INC",11,"STEINWAY ST","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11103,"A",NA
NA,"QUEENS",2017-03-22,"Turkish","TURKISH GRILL RESTAURANT & BAR",9,"QUEENS BOULEVARD","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",11104,"A",NA
NA,"QUEENS",2017-03-22,"Eastern European","ROMANIAN GARDEN",17,"43 AVE","Evidence of mice or live mice present in facility's food and/or non-food areas.",11104,NA,NA
NA,"QUEENS",2017-03-22,"Bakery","NITA'S EUROPEAN BAKERY",7,"GREENPOINT AVENUE","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",11104,"A",NA
NA,"QUEENS",2017-03-22,"Italian","MARIO'S RESTAURANT",8,"47 AVENUE","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",11104,"A",NA
NA,"BROOKLYN",2017-03-22,"Vegetarian","VEGETARIAN GINGER",13,"MONTAGUE STREET","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",11201,"A",NA
NA,"BROOKLYN",2017-03-22,"Chinese","CHINA HONG RESTAURANT",18,"SMITH STREET","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",11201,NA,NA
NA,"BROOKLYN",2017-03-22,"American","HILTON BROOKLYN NEW YORK",14,"SCHERMERHORN ST","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",11201,NA,NA
NA,"BROOKLYN",2017-03-22,"Chinese","GOOD JOY",9,"DEKALB AVE","Evidence of mice or live mice present in facility's food and/or non-food areas.",11205,"A",NA
NA,"BROOKLYN",2017-03-22,"CafÃ©/Coffee/Tea","BROOKLYN KOLACHE CO",23,"DEKALB AVENUE","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",11205,NA,NA
NA,"BROOKLYN",2017-03-22,"American","LARRY  LAWRENCE",12,"GRAND STREET","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",11211,"A",NA
NA,"BROOKLYN",2017-03-22,"Italian","BACI & ABBRACCI",10,"GRAND STREET","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",11211,"A",NA
NA,"BROOKLYN",2017-03-22,"American","FADA",12,"DRIGGS AVENUE","Food contact surface not properly maintained.",11211,"A",NA
NA,"BROOKLYN",2017-03-22,"American","HELLO BROOKLYN",36,"UNION AVE","Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.",11211,NA,NA
NA,"BROOKLYN",2017-03-22,"Vietnamese/Cambodian/Malaysia","OLD GIA LAM",35,"8TH AVE","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",11220,NA,NA
NA,"BROOKLYN",2017-03-22,"American","HAPPY FUN HIDEAWAY",12,"MYRTLE AVENUE","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",11221,"A",NA
NA,"BROOKLYN",2017-03-22,"CafÃ©/Coffee/Tea","FIRSTLIVE STUDIO",10,"CENTRAL AVE","Food Protection Certificate not held by supervisor of food operations.",11221,"A",NA
NA,"BROOKLYN",2017-03-22,"Soul Food","BROOKLYN ROOTS",11,"MARCUS GARVEY BLVD","Hot food item not held at or above 140Âº F.",11221,"A",NA
NA,"BROOKLYN",2017-03-22,"CafÃ©/Coffee/Tea","HEART'S",8,"BROADWAY","Hot food item not held at or above 140Âº F.",11221,"A",NA
NA,"BROOKLYN",2017-03-22,"Caribbean","MANDEVILLES BISTRO",17,"FLATBUSH AVE","Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.",11226,NA,NA
NA,"BROOKLYN",2017-03-22,"Chinese","NEW NEIGHBOR CHINESE RESTAURANT",17,"CORTELYOU RD","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",11226,NA,NA
NA,"BROOKLYN",2017-03-22,"Chinese","WEN GEE HOUSE",13,"VAN BRUNT STREET","Wiping cloths soiled or not stored in sanitizing solution.",11231,"A",NA
NA,"BROOKLYN",2017-03-22,"Bakery","Court Pastry Shop",32,"COURT ST","Wiping cloths soiled or not stored in sanitizing solution.",11231,NA,NA
NA,"BROOKLYN",2017-03-22,"Italian","MARCO POLO RISTORANTE",21,"COURT STREET","Hot food item not held at or above 140Âº F.",11231,NA,NA
NA,"BROOKLYN",2017-03-22,"Pizza/Italian","ENOTECA ON COURT",4,"COURT STREET","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11231,"A",NA
NA,"BROOKLYN",2017-03-22,"Spanish","KELSO BISTRO BAR & RESTAURANT",12,"FRANKLIN AVE","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",11238,"A",NA
NA,"BROOKLYN",2017-03-22,"CafÃ©/Coffee/Tea","CLEMENTINE BAKERY",21,"CLASSON AVE","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",11238,NA,NA
NA,"BROOKLYN",2017-03-22,"American","energy fuel",7,"FULTON STREET","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",11238,"A",NA
NA,"QUEENS",2017-03-22,"Chinese","LION PAVILION HOT POT",46,"39TH AVE","Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.",11354,NA,NA
NA,"QUEENS",2017-03-22,"Asian","JONGRO BBQ",29,"ROOSEVELT AVE","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",11354,NA,NA
NA,"QUEENS",2017-03-22,"Tex-Mex","TACO HAN",12,"BELL BLVD","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",11361,NA,NA
NA,"QUEENS",2017-03-22,"Pizza","FRESCO PIZZERIA & RESTAURANT",42,"SPRINGFIELD BLVD","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",11364,NA,NA
NA,"QUEENS",2017-03-22,"Chinese","CHUANG CHEF",13,"108TH ST","Hot food item not held at or above 140Âº F.",11368,NA,NA
NA,"QUEENS",2017-03-22,"American","HAAGEN-DAZS",7,"QUEENS BLVD","Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.",11373,"A",NA
NA,"QUEENS",2017-03-22,"Spanish","EL MANANTIAL",3,"CORONA AVE","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11373,"A",NA
NA,"QUEENS",2017-03-22,"Chinese","MR. TONG'S",18,"QUEENS BLVD","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11374,NA,NA
NA,"QUEENS",2017-03-22,"Jewish/Kosher","GRILL 108",9,"108TH ST","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",11375,NA,NA
NA,"QUEENS",2017-03-22,"American","FOREST HILLS COFFEE SHOP",7,"METROPOLITAN AVENUE","Hot food item not held at or above 140Âº F.",11375,"A",NA
NA,"QUEENS",2017-03-22,"Jewish/Kosher","PAHAL ZAN RESTAURANT",5,"CONTINENTAL AVE","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",11375,NA,NA
NA,"QUEENS",2017-03-22,"Chinese","FULEEN PALACE",13,"COLEMAN SQ","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",11414,"A",NA
NA,"QUEENS",2017-03-22,"Delicatessen","HOWARD BEACH BAGEL CAFE",13,"CROSSBAY BOULEVARD","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",11414,"A",NA
NA,"QUEENS",2017-03-22,"Italian","VILLA RUSSO",17,"101 AVENUE","Evidence of mice or live mice present in facility's food and/or non-food areas.",11419,NA,NA
NA,"QUEENS",2017-03-22,"Chinese","LIBERTY RESTAURANT",7,"LIBERTY AVENUE","Wiping cloths soiled or not stored in sanitizing solution.",11419,NA,NA
NA,"QUEENS",2017-03-22,"Caribbean","THE FOOD HUT",8,"ROCKAWAY BOULEVARD","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",11420,"A",NA
NA,"QUEENS",2017-03-22,"Asian","BACCARAT CLUB",2,"ROCKAWAY BOULEVARD","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11420,"A",NA
NA,"QUEENS",2017-03-22,"Bakery","PANEORAMA BAKERY",20,"JAMAICA AVENUE","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",11421,NA,NA
NA,"QUEENS",2017-03-22,"Chinese","DAI HING GARDEN",2,"JAMAICA AVE","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11432,"A",NA
NA,"QUEENS",2017-03-22,"Caribbean","JAMAICAN FLAVORS",39,"JAMAICA AVENUE","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11432,NA,NA
NA,"QUEENS",2017-03-22,"American","KORNER CHICKEN-N-PIZZA",12,"JAMAICA AVE","Hot food item not held at or above 140Âº F.",11432,"A",NA
NA,"MANHATTAN",2017-03-23,"Italian","SERAFINA LUDLOW",10,"RIVINGTON ST","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",10002,NA,NA
NA,"MANHATTAN",2017-03-23,"American","GREY LADY/GOA TACO/PARATHA TACO",25,"DELANCEY STREET","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10002,NA,NA
NA,"MANHATTAN",2017-03-23,"Mexican","LA CONTENTA",12,"NORFOLK ST","Hot food item not held at or above 140Âº F.",10002,"A",NA
NA,"MANHATTAN",2017-03-23,"Hawaiian","POKEWORKS",7,"E 15TH ST","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10003,NA,NA
NA,"MANHATTAN",2017-03-23,"American","BEECHER'S HANDMADE CHEESE",22,"BROADWAY","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10003,NA,NA
NA,"MANHATTAN",2017-03-23,"Bakery","GOLDEN FUNG WONG BAKERY",12,"MOTT STREET","Hot food item not held at or above 140Âº F.",10013,"A",NA
NA,"MANHATTAN",2017-03-23,"Italian","ATTRAVESIAMO",7,"W BROADWAY","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",10013,"A",NA
NA,"MANHATTAN",2017-03-23,"American","HEERMANCE FARM PURVEYORS",13,"CHRISTOPHER ST","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",10014,"A",NA
NA,"MANHATTAN",2017-03-23,"Italian","VIA CAROTA",11,"GROVE ST","Hot food item not held at or above 140Âº F.",10014,"A",NA
NA,"MANHATTAN",2017-03-23,"American","THE CLAM",11,"HUDSON ST","Food contact surface not properly maintained.",10014,"A",NA
NA,"MANHATTAN",2017-03-23,"Italian","SANPANINO",10,"HUDSON STREET","Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.",10014,"A",NA
